"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Feature"
5.27382578957595e-33,-0.320351115386425,0.998,1,9.9158472495607e-29,"RPS21"
4.14917628967135e-32,-3.01517865429394,0.025,0.184,7.80128125984008e-28,"PARD6G"
1.82287078877544e-31,-0.369838283103649,0.978,0.987,3.42736165705558e-27,"MT-ND4L"
2.36118267269788e-31,2.07712830408703,0.211,0.063,4.43949566120656e-27,"THEMIS2"
3.10332186235056e-31,0.872088966276768,0.559,0.326,5.83486576559153e-27,"CEBPD"
4.7008130772837e-31,-3.36928370468403,0.02,0.16,8.83846874790881e-27,"HLA-G"
2.31664651737201e-30,-0.485619722481653,0.91,0.965,4.35575878196285e-26,"MT-ATP6"
4.73055497440465e-30,-0.288112515479503,0.999,0.998,8.89438946287563e-26,"RPL39"
5.51475182515318e-30,-1.56836542682457,0.153,0.38,1.0368836381653e-25,"IKZF2"
5.55928657014883e-30,-0.247218985938308,1,1,1.04525706091938e-25,"RPL28"
1.85565043802875e-29,-0.865710787622614,0.433,0.674,3.48899395358165e-25,"CLEC2D"
3.1734531910321e-29,-2.31231239424584,0.049,0.218,5.96672668977856e-25,"KLRG1"
1.55198701229244e-28,-0.460814996021248,0.932,0.98,2.91804598051225e-24,"MT-ND1"
2.96822377822748e-28,-0.313706477457513,0.995,0.993,5.58085434782331e-24,"MT-CYB"
5.44422125957629e-28,1.51778547861087,0.32,0.139,1.02362248122553e-23,"BNC2"
6.79943111300248e-28,-0.799119536763818,0.515,0.715,1.27842903786673e-23,"MXRA7"
4.08030314797913e-27,2.53182358919424,0.146,0.041,7.67178597883036e-23,"HLA-DRB5"
4.4115037065172e-27,1.96236736089478,0.206,0.065,8.29450926899364e-23,"IL12RB2"
1.08101724117574e-26,-0.478666491138827,0.9,0.961,2.03252861685863e-22,"IFITM2"
1.71282912171656e-26,-1.05206583876428,0.282,0.531,3.22046131465147e-22,"ANXA5"
7.95776709505108e-25,-1.2069828576116,0.214,0.409,1.4962193692115e-20,"LINC01871"
9.00917712986736e-25,-1.0458589580963,0.325,0.561,1.69390548395766e-20,"HLA-DRB1"
3.08580697874108e-24,0.830821892244057,0.523,0.363,5.80193428142898e-20,"SIPA1L1"
4.22243454749301e-24,-1.05045486226903,0.151,0.351,7.93902143619635e-20,"CSGALNACT1"
5.74107748811343e-24,-2.46822625771269,0.016,0.129,1.07943738931509e-19,"CD3G"
2.74980782178581e-21,-0.446876563150065,0.879,0.957,5.17018866652168e-17,"S100A10"
3.60080827339817e-21,-0.991659146083307,0.267,0.468,6.77023971564323e-17,"TIGIT"
3.63844033837764e-21,0.458968749038363,0.932,0.886,6.84099552421764e-17,"CLEC2B"
9.88585128343371e-21,-0.200414622376987,1,1,1.85873775831121e-16,"RPS28"
1.37870123708115e-20,-0.322416827377432,0.985,0.996,2.59223406595999e-16,"RPS16"
3.97359702866968e-20,-1.41779177228172,0.096,0.262,7.47115713330473e-16,"GPHN"
4.38716763077358e-20,0.510292369354279,0.808,0.685,8.24875257938049e-16,"CD81"
4.48742990959782e-20,0.772536997867808,0.687,0.532,8.43726571602582e-16,"SPON2"
5.74648332398088e-20,1.59423988430287,0.206,0.073,1.08045379457489e-15,"AKR1C3"
9.38278447861095e-20,-0.411047019275258,0.922,0.97,1.76415113766843e-15,"MT-ND2"
1.4526456899337e-19,0.616254805137349,0.776,0.663,2.73126442621333e-15,"SH2D1B"
1.96710284460739e-19,0.45768978672465,0.984,0.979,3.69854676843082e-15,"GZMB"
2.43537884436151e-19,-1.25696751212841,0.1,0.254,4.57899930316852e-15,"LAG3"
5.18604572211925e-19,-0.19935080340866,1,1,9.75080316672861e-15,"RPS27"
9.75511587711898e-19,-1.12442205695777,0.185,0.37,1.83415688721591e-14,"ITM2A"
1.63465233005128e-18,-0.186683462269484,1,0.998,3.07347331096242e-14,"RPL14"
1.68458529339169e-18,-0.458882205889701,0.854,0.935,3.16735726863506e-14,"S100A6"
1.69389948822309e-18,1.76939384013945,0.152,0.057,3.18486981775705e-14,"CYTH3"
1.98705959949077e-18,0.190785005786953,0.524,0.382,3.73606945896254e-14,"CMC1"
2.3316946872951e-18,-1.02387684735195,0.213,0.393,4.38405235105224e-14,"GRAP2"
2.4528345176613e-18,-2.9254963750789,0.014,0.106,4.61181946010678e-14,"CD5"
4.04188872997313e-18,-0.278223895812013,0.986,0.995,7.59955919009548e-14,"MT-ATP8"
5.71429490069607e-18,0.721518628370638,0.561,0.419,1.07440172722887e-13,"LY6E"
9.04374956085461e-18,-0.677591744396951,0.591,0.753,1.70040579243188e-13,"ITGB1"
1.08789384796463e-17,0.889176101325411,0.454,0.29,2.0454580129431e-13,"GFOD1"
1.38561107332489e-17,0.470103538096575,0.86,0.823,2.60522594006547e-13,"LCP1"
1.40401116832786e-17,-1.42979046053127,0.106,0.266,2.63982179869005e-13,"RNF130"
3.22741866695984e-17,0.708192749152229,0.564,0.456,6.0681925776179e-13,"HAVCR2"
4.40463823456481e-17,-0.206115440934742,0.998,0.998,8.28160080862876e-13,"RPS2"
4.41064599165239e-17,-1.5319480485257,0.072,0.208,8.29289659350483e-13,"LILRB1"
9.47805186164035e-17,0.627229530568101,0.613,0.47,1.78206331102562e-12,"CTSD"
1.10856040588445e-16,-1.25198112631251,0.091,0.232,2.08431527514394e-12,"PTMS"
1.12984951622163e-16,-0.20173217331927,1,1,2.1243430603999e-12,"RPS12"
1.32846795571334e-16,-1.94659236103988,0.033,0.141,2.49778545033223e-12,"CSF1"
1.4001078207573e-16,1.23601339565065,0.218,0.1,2.63248272458788e-12,"ABTB3"
2.00889772312849e-16,-0.181178874186397,1,1,3.77712949902618e-12,"RPL37"
2.65424179014433e-16,1.91610427246285,0.125,0.036,4.99050541382936e-12,"RPSA2"
2.78944499492077e-16,0.386663337519719,0.807,0.785,5.24471447945003e-12,"CDC42"
3.0655132654577e-16,1.24492962117841,0.248,0.122,5.76377804171356e-12,"ZBTB16"
3.08183621009431e-16,0.458734176292235,0.928,0.902,5.79446844221932e-12,"TNFAIP3"
5.65588806255652e-16,1.37601771673086,0.168,0.068,1.06342007352188e-11,"SYK"
7.28226174628643e-16,-0.308625281889428,0.998,0.989,1.36921085353677e-11,"GAPDH"
9.05037431929348e-16,-2.41901291595121,0.025,0.12,1.70165137951356e-11,"FGL2"
9.1825573229791e-16,0.873154928616959,0.384,0.243,1.72650442786653e-11,"MARCHF3"
1.45077287346772e-15,-0.249524552293948,0.753,0.888,2.72774315669401e-11,"GZMH"
2.66099572638722e-15,-1.06090730884078,0.152,0.306,5.00320416475324e-11,"IER5L"
3.34774194414783e-15,-0.165352906863104,0.999,0.998,6.29442440338676e-11,"RPL3"
5.68329963659145e-15,-1.26349616182446,0.088,0.218,1.06857399767192e-10,"EFNA5"
8.8794186182566e-15,-0.183083144297287,0.999,1,1.66950828860461e-10,"RPL12"
1.49768777103741e-14,-1.12059214714556,0.145,0.297,2.81595254710454e-10,"RXRA"
2.61898633223718e-14,-1.28914545610522,0.078,0.204,4.92421810187235e-10,"TC2N"
2.78075032856613e-14,0.299886843781836,0.964,0.969,5.22836676777003e-10,"H3-3A"
2.92125834218999e-14,0.530064915031252,0.663,0.618,5.49254993498561e-10,"SDCBP"
5.03624570553501e-14,1.06261819107591,0.7,0.661,9.46914917554693e-10,"CCL4"
5.32018146659548e-14,-0.145991577093557,1,0.999,1.00030051934928e-09,"RPL11"
5.52012236425789e-14,-2.4854743618903,0.021,0.102,1.03789340692777e-09,"ZNF365"
6.74967672781793e-14,0.400325383670189,0.999,0.995,1.26907421836433e-09,"FTH1"
1.17954909868876e-13,-0.852280431474771,0.151,0.29,2.2177882153546e-09,"GOLM1"
1.29203377819761e-13,-1.05277026464473,0.083,0.204,2.42928190976715e-09,"ENSG00000290537"
1.53628924585721e-13,-1.09783493256023,0.084,0.203,2.88853104006072e-09,"TMEM273"
1.71321480388974e-13,0.30455358555782,0.97,0.966,3.22118647427348e-09,"EFHD2"
1.79337064309064e-13,-0.14811632500254,1,1,3.37189548313902e-09,"RPL32"
2.05513499490567e-13,1.50086486913431,0.184,0.083,3.86406481742164e-09,"KIR2DL3"
2.07765214083076e-13,-0.160020543268653,1,1,3.90640155518999e-09,"RPS19"
2.48589104874871e-13,-1.44665458062947,0.059,0.17,4.67397234985732e-09,"DCP1B"
2.50911496566306e-13,0.514899209845918,0.545,0.44,4.71763795843969e-09,"BACH2"
3.51883398102077e-13,-0.975828675222734,0.129,0.267,6.61611165111525e-09,"MCOLN2"
4.03310304228426e-13,-0.459960092657931,0.667,0.783,7.58304034010287e-09,"SNHG29"
4.25273227381247e-13,-1.82329894894562,0.042,0.14,7.9959872212222e-09,"MVB12B"
4.55361492217969e-13,0.459882871599609,0.792,0.759,8.56170677668225e-09,"MAPRE2"
4.99665047178067e-13,0.438675098355684,0.766,0.722,9.39470221704201e-09,"ITGB2"
5.3099982110352e-13,-1.1057412558715,0.101,0.223,9.98385863638839e-09,"LINC00944"
6.41230693428012e-13,-0.462386225071986,0.663,0.807,1.20564194978335e-08,"EML4"
7.63105974429196e-13,-0.251523271688701,0.953,0.981,1.43479185312178e-08,"RPL38"
8.24483905639008e-13,-1.16082750362717,0.054,0.157,1.55019463938246e-08,"CRTAM"
8.39702500465417e-13,0.781940519881758,0.423,0.305,1.57880864137508e-08,"LMNB1"
1.0690357211027e-12,-0.157787378257495,1,1,2.01000096281729e-08,"RPL34"
1.16764660382974e-12,-0.528151067788393,0.498,0.658,2.19540914452068e-08,"STAT5B"
1.49211861601795e-12,0.574700344058339,0.543,0.489,2.80548142183694e-08,"CD55"
1.9727187174397e-12,-0.748884317853923,0.299,0.454,3.70910573253012e-08,"DUSP5"
2.07854956071798e-12,-0.195986822949439,1,0.999,3.90808888406195e-08,"RPS18"
2.13161303990489e-12,0.948179227014999,0.314,0.197,4.00785883762917e-08,"IGFBP7"
3.11063037402213e-12,-0.0928943208542798,0.649,0.779,5.84860722923641e-08,"TRBC1"
3.85360814023994e-12,0.505170202462432,0.658,0.587,7.24555402527913e-08,"SLA"
3.9467239624101e-12,-0.266469048953736,0.948,0.981,7.42063039412346e-08,"RPL36A"
4.00255919140025e-12,0.514883323142405,0.538,0.494,7.52561179167074e-08,"FASLG"
4.53488265495093e-12,0.318939677798912,0.923,0.915,8.52648636783874e-08,"CD7"
6.97615575270055e-12,-0.504588292353576,0.611,0.741,1.31165680462276e-07,"TGFBR3"
7.15588187976322e-12,-0.442638156958227,0.487,0.638,1.34544891103308e-07,"GTF3C1"
8.04370649270499e-12,-1.76374321832111,0.033,0.118,1.51237769475839e-07,"TPRG1"
8.32529464525142e-12,0.296037500345254,0.82,0.81,1.56532189920017e-07,"MSN"
8.81413972460769e-12,0.747528852192129,0.362,0.251,1.65723455102074e-07,"PLCB1"
9.21694212317228e-12,-0.654383085279665,0.307,0.468,1.73296945799885e-07,"KLRC3"
1.00926177515228e-11,-0.137558263306153,0.999,0.999,1.89761398964133e-07,"RPS15"
1.40780449755899e-11,0.641375912864002,0.388,0.285,2.64695401631042e-07,"SLC16A3"
1.42402347720552e-11,0.973527901568103,0.339,0.215,2.67744894184182e-07,"LINGO2"
1.48921730023455e-11,-0.664455194492048,0.372,0.524,2.80002636790101e-07,"RIPOR2"
1.52034811793054e-11,0.399558040539866,0.696,0.656,2.85855853133301e-07,"RBM3"
3.21297146585562e-11,1.35589440624244,0.161,0.073,6.04102895010175e-07,"HOXB2"
4.0988010576964e-11,0.51039604433076,0.459,0.398,7.70656574868078e-07,"DOCK10"
4.13241280910356e-11,0.31051164248003,0.922,0.921,7.76976256367651e-07,"EIF4A1"
5.6107500763018e-11,-0.464573637516335,0.669,0.783,1.05493322934626e-06,"ID2"
6.52516126594041e-11,0.808390349387815,0.248,0.145,1.22686082122212e-06,"TAMALIN"
6.60090308742297e-11,0.469043730058354,0.57,0.506,1.24110179849727e-06,"PSME2"
6.83934154434156e-11,0.757407008298615,0.287,0.178,1.2859329971671e-06,"TLE1"
7.23334501409372e-11,-0.275191205228809,0.514,0.655,1.3600135295499e-06,"KLF2"
8.21638116676396e-11,-0.127973630303853,0.999,0.999,1.54484398697496e-06,"RPL19"
8.78675204707054e-11,1.25563920943103,0.316,0.205,1.6520851198902e-06,"CCL3"
9.16257723914287e-11,-0.547997032421095,0.297,0.453,1.72274777250364e-06,"ARID5B"
1.04261280282015e-10,-1.15246253835457,0.106,0.224,1.96032059186245e-06,"SLC1A4"
1.40915501373036e-10,0.878274729480586,0.269,0.165,2.64949325681583e-06,"CXXC5"
1.49520499724733e-10,-0.183456139426855,0.985,0.999,2.81128443582443e-06,"RPL36"
1.54924412730873e-10,0.860051203651311,0.183,0.098,2.91288880816588e-06,"SNX9"
1.90922746214444e-10,-0.179695822004596,0.984,0.992,3.58972947432397e-06,"FTL"
2.13361959947413e-10,-0.690743804443926,0.274,0.426,4.01163157093125e-06,"STAT5A"
2.14705244898108e-10,0.315673542067638,0.867,0.826,4.03688801457422e-06,"CLIC1"
2.45795200863984e-10,-0.834367669781239,0.119,0.229,4.62144136664463e-06,"SYNGR1"
2.77716777315143e-10,0.551146159251404,0.429,0.372,5.22163084707931e-06,"RHOC"
2.8243569143115e-10,0.872383132890296,0.216,0.14,5.31035587028848e-06,"GPX1"
3.18436265521893e-10,0.549062266056976,0.467,0.408,5.98723866434264e-06,"SERPINB1"
3.43916486758818e-10,0.396903832441238,0.541,0.521,6.4663177840393e-06,"ATXN1"
3.65374381868594e-10,-1.20343233066177,0.078,0.172,6.86976912789331e-06,"REEP4"
3.89832240811085e-10,-0.927923167435231,0.129,0.251,7.32962579173002e-06,"MYO6"
4.16369792901652e-10,-0.134830833206006,1,0.998,7.82858484613686e-06,"RPL35A"
4.34066172624694e-10,0.411731609815596,0.548,0.498,8.1613121776895e-06,"FAM107B"
4.57739255494999e-10,-0.232575811880725,0.984,0.992,8.60641348181697e-06,"PTPRC"
5.68122460979857e-10,-0.108955885656937,0.999,1,1.06818385113433e-05,"RPS3"
5.97841985110554e-10,-0.35771406663093,0.445,0.597,1.12406250040486e-05,"MTSS1"
7.41856637360575e-10,-0.431255340069532,0.587,0.717,1.39483884956535e-05,"DSTN"
7.97745146296632e-10,0.2588319967525,0.926,0.939,1.49992042406693e-05,"HNRNPA2B1"
8.62572337676505e-10,1.14529000269166,0.151,0.072,1.62180850929936e-05,"ADAMTS10"
9.23774915022926e-10,0.439239514985972,0.808,0.785,1.7368815952261e-05,"PLAAT4"
9.36980009553124e-10,0.390899590591085,0.701,0.655,1.76170981396178e-05,"PDE4D"
9.62088507594473e-10,0.397809627187493,0.581,0.558,1.80891881197913e-05,"PRR5L"
9.70008450448987e-10,0.846511013047741,0.281,0.208,1.82380988853419e-05,"VSIR"
1.02566203065975e-09,-0.320269424920485,0.418,0.558,1.92844975004646e-05,"CD3E"
1.07752253323411e-09,0.467917277193129,0.471,0.403,2.02595786698677e-05,"PTK2B"
1.23233070566834e-09,0.383311530973721,0.789,0.735,2.31702819279761e-05,"MYADM"
1.28864911048124e-09,0.531842497456932,0.691,0.599,2.42291805752682e-05,"TAGAP"
1.4627740011494e-09,0.570509973755903,0.394,0.321,2.7503076769611e-05,"TNFRSF14"
1.62455832727942e-09,1.22854583624932,0.167,0.096,3.05449456695077e-05,"LAIR2"
1.76646333087294e-09,-0.136041135150273,0.998,0.997,3.32130435470731e-05,"RPL8"
1.9933789174174e-09,0.455518919089163,0.492,0.425,3.7479510405282e-05,"HIF1A"
2.10390577298403e-09,-0.549348558591295,0.425,0.566,3.95576363436457e-05,"RHOH"
2.18793984415801e-09,0.835415724262207,0.239,0.158,4.11376449498589e-05,"ABCG1"
2.22671596282783e-09,0.57414028590873,0.391,0.355,4.18667135330889e-05,"CYTOR"
2.40175358312913e-09,0.814864820141297,0.324,0.215,4.51577708699938e-05,"FEZ1"
2.54029131813937e-09,0.378018430542606,0.649,0.597,4.77625573636564e-05,"UTRN"
2.77228712187334e-09,-0.741330740810375,0.156,0.288,5.21245424654625e-05,"HLA-DRA"
2.97305559372395e-09,-0.133119798182417,1,0.999,5.58993912731976e-05,"RPL18A"
3.51159924719305e-09,0.419255740222809,0.998,0.996,6.60250890457237e-05,"ACTB"
3.86401439700444e-09,-0.189058084751574,0.983,0.994,7.26511986924775e-05,"RBFOX2"
3.89939159029682e-09,0.543632945550464,0.44,0.38,7.33163606807609e-05,"HIPK2"
4.25412036452333e-09,0.421302304975409,0.481,0.423,7.99859710937677e-05,"RIOK3"
4.38537492737737e-09,0.952392271171306,0.192,0.118,8.24538193845493e-05,"CD82"
4.72592906283244e-09,-0.308308956810253,0.797,0.875,8.88569182393756e-05,"PPDPF"
5.59981478497797e-09,0.440348705998029,0.561,0.501,0.000105287717587156,"TGFBR2"
5.66264895262796e-09,0.269284199885807,0.895,0.881,0.000106469125607311,"RAP1B"
6.2745305975053e-09,0.366846106754288,0.904,0.889,0.000117973724294295,"ENSG00000278996"
6.40552293887769e-09,0.508538680482438,0.413,0.307,0.000120436642296778,"AXIN1"
7.888654217627e-09,0.330121447766013,0.743,0.693,0.000148322476599823,"ARAP2"
9.1657472313985e-09,-0.513307998975248,0.434,0.595,0.000172334379444755,"NIBAN1"
9.37585329646617e-09,0.460982136329614,0.533,0.438,0.000176284793680157,"LAMP1"
1.02404625104381e-08,-0.293462929951397,0.727,0.834,0.000192541176121256,"NDUFS5"
1.05943521700829e-08,0.64088645749365,0.314,0.248,0.000199195009501899,"LUZP1"
1.10632696047075e-08,0.471610406849338,0.603,0.525,0.000208011595107711,"SLC15A4"
1.28764299369973e-08,-0.403490323186575,0.703,0.825,0.000242102635675423,"MT-ND6"
1.4788072258486e-08,1.09093074418161,0.142,0.08,0.000278045334604053,"LINC00996"
1.50859646283582e-08,0.696190950049828,0.496,0.42,0.000283646306942392,"NEU1"
1.58344379856103e-08,-1.02867316890973,0.095,0.19,0.000297719103005445,"CADM1"
1.60551937372648e-08,-0.526642575493839,0.354,0.486,0.000301869752648052,"S1PR1"
1.66378676277539e-08,0.22836514883684,0.967,0.973,0.000312825187137029,"ARPC2"
1.74175994034379e-08,0.429940736903106,0.543,0.484,0.000327485703983439,"RHOF"
2.10858243218883e-08,0.0557627541191694,0.881,0.943,0.000396455668900144,"CCL5"
2.27045051630513e-08,1.09100174244813,0.13,0.072,0.00042689010607569,"KLHL6"
2.44874933564835e-08,-0.933681633141744,0.091,0.189,0.000460413850088603,"P2RY10"
2.4596509277933e-08,0.225285938129172,0.829,0.891,0.000462463567443696,"ANXA1"
2.49816003690593e-08,0.86546311660989,0.235,0.151,0.000469704050139053,"EPG5"
3.01203110285843e-08,0.775619956069989,0.255,0.169,0.000566322087959442,"NDFIP2"
3.02321712694858e-08,0.452667560537672,0.447,0.375,0.000568425284208873,"ASAP1"
3.20971987601645e-08,-0.557159208695421,0.156,0.271,0.000603491531088613,"MAML2"
3.41355732310581e-08,0.668108672401462,0.277,0.192,0.000641817047890355,"PLEKHO1"
3.49658369616541e-08,0.380826992925266,0.601,0.534,0.00065742766655302,"COPE"
3.58476626985688e-08,0.672430898395507,0.429,0.333,0.000674007754058491,"SPOCK2"
4.47443052379739e-08,0.423643201530826,0.539,0.492,0.000841282427084386,"DRAP1"
5.4548493581478e-08,0.388401576042368,0.64,0.595,0.00102562077631895,"ADAM10"
6.33979957191886e-08,-0.347556452881997,0.66,0.783,0.00119200911551218,"FNBP1"
6.65280191940406e-08,1.21729955222839,0.104,0.051,0.00125085981688635,"KIF13A"
7.07731146682584e-08,-0.707777908473582,0.222,0.364,0.00133067610199259,"CRYBG1"
7.09701043596929e-08,1.11219549966757,0.361,0.274,0.00133437990217095,"PMAIP1"
7.5750596770582e-08,0.35003986722926,0.59,0.551,0.00142426272048048,"LBR"
7.7029423712812e-08,-0.614930259106626,0.172,0.282,0.00144830722464829,"SYT11"
8.19319956235164e-08,0.581588165672073,0.497,0.439,0.00154048538171335,"TXNIP"
9.43754510362022e-08,0.219254137626747,0.885,0.869,0.00177444723038267,"RHOA"
1.00001126433406e-07,-0.875025502817822,0.103,0.195,0.00188022117920091,"PGGHG"
1.0597366641133e-07,0.272738958582618,0.918,0.917,0.00199251687586582,"APOBEC3G"
1.11043149560466e-07,0.678837366621909,0.269,0.183,0.00208783329803588,"IL18RAP"
1.16464159072265e-07,-0.25223140037523,0.255,0.36,0.00218975911887672,"PVRIG"
1.21397346922016e-07,0.387312356026382,0.664,0.6,0.00228251291682775,"RNF213"
1.23672414215823e-07,-0.134859508518842,0.272,0.378,0.0023252887320859,"TRAF1"
1.24441795558261e-07,0.369673725980935,0.588,0.526,0.00233975464008642,"MCTP2"
1.25780112617113e-07,1.24526225125062,0.112,0.062,0.00236491767742695,"ATF3"
1.38572636937683e-07,0.817318328007062,0.195,0.133,0.00260544271970231,"SLC44A2"
1.39658596120961e-07,0.317387162244912,0.913,0.895,0.00262586092426631,"HSP90AB1"
1.48918443256676e-07,1.32951029446423,0.104,0.052,0.00279996457011201,"IRS2"
1.86438299689766e-07,-1.0832836641287,0.052,0.122,0.00350541291076698,"EPB41L4A"
1.98782309231916e-07,-1.13715570678539,0.067,0.142,0.00373750497817849,"TRAC"
2.01125267204598e-07,0.297587936746008,0.797,0.801,0.00378155727398084,"SELPLG"
2.14906668044421e-07,1.14919464295267,0.138,0.076,0.0040406751725712,"DHRS3"
2.49604290159463e-07,0.899602362491466,0.164,0.233,0.00469305986357822,"CCL4L2"
2.7292975829182e-07,0.636528114799393,0.133,0.067,0.0051316253154028,"PTGDS"
2.77864247939114e-07,-1.09475566442984,0.056,0.129,0.00522440358975121,"GPR171"
2.81165275182125e-07,0.391231764302997,0.566,0.547,0.00528646950397432,"UCP2"
2.98244670975719e-07,0.621453294979652,0.286,0.21,0.00560759630368548,"SMDT1"
3.01672302447832e-07,-0.19942983491473,0.774,0.883,0.00567204263062413,"AOAH"
3.01736022981887e-07,0.704359667659375,0.173,0.13,0.00567324070410544,"KCTD10"
3.19214546145787e-07,0.876416866285743,0.211,0.136,0.00600187189663308,"LINC00299"
3.22644402077573e-07,0.321797009157751,0.572,0.532,0.00606636004786252,"FOXP1"
3.66539422705112e-07,0.481500960704149,0.45,0.366,0.00689167422570152,"GIMAP5"
3.72755010174161e-07,0.511589136965102,0.349,0.268,0.00700853970129457,"NINJ1"
4.11723745434408e-07,0.819422694072292,0.162,0.107,0.00774122986165773,"ENSG00000291149"
4.14708577796977e-07,0.418443245447552,0.575,0.518,0.00779735067973876,"GIMAP7"
4.21640707761169e-07,0.217828831577045,0.934,0.927,0.00792768858732549,"ADGRE5"
4.50645240189638e-07,1.08003572223794,0.153,0.086,0.00847303180604557,"CDC42EP3-AS1"
4.73651374260325e-07,0.334083701651593,0.685,0.628,0.00890559313884262,"NAPA"
5.2962288206328e-07,-1.2143492148184,0.108,0.183,0.00995796942855378,"RHOB"
5.46775460859027e-07,0.269533547866864,0.831,0.822,0.0102804722150714,"CALR"
5.90264198924885e-07,-0.725238455474283,0.21,0.329,0.0110981474681857,"LINC01619"
5.97192831465272e-07,0.385983040313318,0.514,0.488,0.0112284196172101,"NFAT5"
5.987806660378e-07,0.163474832832885,1,0.999,0.0112582740828427,"RPS24"
6.06250515360527e-07,0.949479274717437,0.141,0.081,0.0113987221898086,"WAC-AS1"
7.34927494182277e-07,0.453682899090336,0.415,0.337,0.0138181067456152,"EIF3B"
7.3593331379597e-07,0.371877114389812,0.328,0.318,0.0138370181659918,"KDM4C"
7.42930737996484e-07,0.25931447468322,0.756,0.789,0.0139685837358099,"BHLHE40"
7.72181567925829e-07,-0.725501726145411,0.12,0.212,0.0145185578401414,"SNHG17"
7.83806084916574e-07,0.801641988701184,0.18,0.118,0.0147371220086014,"PLSCR1"
8.02666920929818e-07,0.612808659988864,0.286,0.202,0.0150917434473224,"RGS1"
8.27892546742752e-07,0.248897436273983,0.857,0.84,0.0155660356638572,"PDIA3"
8.40820510077118e-07,-0.405069607845274,0.407,0.534,0.01580910723047,"LAT"
8.47091469425453e-07,-0.251553301816025,0.489,0.627,0.0159270138081374,"SLC7A5"
8.91581547241494e-07,0.385268148117877,0.435,0.389,0.0167635162512346,"RIN3"
9.29126543752178e-07,-0.469899656588439,0.305,0.411,0.0174694372756285,"TMC6"
9.3619351694e-07,0.435536497980075,0.606,0.546,0.0176023105055059,"XBP1"
9.97074726476888e-07,-1.00060877743251,0.067,0.136,0.0187469990072184,"STK32C"
1.02149930638676e-06,0.435423130141576,0.722,0.65,0.0192062299586838,"CD69"
1.04121030241464e-06,-0.106096148308159,1,0.999,0.019576836106,"RPS14"
1.05547231969398e-06,-1.22325134402816,0.054,0.118,0.0198449905548863,"ARHGAP12"
1.07247610232295e-06,0.293124113037368,0.813,0.824,0.0201646956758762,"HSPA5"
1.08450379752673e-06,-1.26217618377317,0.049,0.115,0.0203908404010975,"SRGAP2C"
1.15539444646959e-06,0.247239728201668,0.855,0.842,0.0217237263825213,"PPIB"
1.16889717779511e-06,0.499288868667055,0.467,0.388,0.0219776047369037,"ARHGEF3"
1.2098313019895e-06,0.454373906761828,0.357,0.293,0.0227472481400066,"GLIPR2"
1.27984698336737e-06,0.889262933644771,0.167,0.108,0.0240636829812733,"GOLGA8B"
1.30667180503479e-06,0.253640015285598,0.786,0.809,0.024568043278264,"SH2D2A"
