"","0","1","2","3","4","5","6","7","8","9"
"CD79B",0.1897,0,0.5189,1,0.3225,0.2665,0.1919,0.2339,0.5698,0.1164
"CD8A",0.0037,0,0.0081,0.0029,0.0065,0.0032,1,0.018,0.0022,0.0212
"CD81",0,0.0351,0.2319,0.1544,0.0934,1,0.4466,0.0229,0.3078,0.2614
"CD82",0.0501,0.0037,1,0,0.0434,0.2458,0.0463,0.1022,0.4171,0.2595
"CD83",0.1121,0.0032,0.2204,1,0.0031,0.1116,0.1855,0.0981,0.0478,0
"LILRB1",0.0666,0,0.1168,0.4738,0.0078,1,0.0223,0.0206,0.0921,0.2433
"CD86",0.0052,0.0028,0.1116,0.0852,0,0.8128,0.0158,7e-04,8e-04,1
"KLRD1",0.021,0.0268,0.0763,0.0158,0.0656,0.0245,1,0.0138,0,0.1624
"FAS",0.0026,0,0.353,0.0918,0.0018,1,0.3864,0.0148,0.025,0.3866
"CD99",0,0.0841,1,0.1668,0.0066,0.4534,0.7328,0.1122,0.2051,0.5613
"CLEC12A",0.0066,0.005,0.0016,0,0.0015,0.0043,0.0026,0.0041,0.0011,1
"CX3CR1",0,0.3702,0,0,0,0,1,0,0,0
"FCER1A",0,0.0247,0.0941,0.027,0.0041,0.035,0.8506,0.227,0.1359,1
"ADGRG1",0.0108,8e-04,0.0185,6e-04,0.0077,0.0125,1,0.107,0,0.1293
"HLA-A",0,0.2609,1,0.222,0.1223,0.6105,0.2506,0.1986,0.2908,0.47
"HLA-DRA",0.6158,0.8502,0.6102,0.8145,0.3625,1,0,0.3374,0.5713,0.3486
"IGKC",0.568,0.196,0.1375,1,0.0459,0.0855,0.0283,0.1014,0.7662,0
"IGLC1",0.8402,0.659,0.4718,0.7108,0.4177,0,0.1734,0.5166,1,0.4498
"IGHD",0.7013,0.3938,0.1073,0.4918,0.3201,0,0.2574,0.3525,1,0.3543
"IGHM",0.3554,0.4203,0.437,1,0.4436,0,0.3297,0.4162,0.5258,0.2868
"KLRG1",0.0106,0,0.0049,3e-04,0.0098,0.0068,1,0.0122,0.0045,0.0122
"TCR-AB",0.0085,0.0012,0.002,6e-04,0.0025,0.0217,1,0,0.001,0.0113
"TCR-vA7.2",0.0234,0.0034,0,0.0026,0.0072,0.0051,1,0.0296,0.0269,0.0098
"TCR-vD2",0,0.0305,0.038,0.0053,0.0981,0.0134,1,0.0313,0.0366,0.2547
"TIGIT",0.0704,0,0.0952,0.0254,0.0547,0.0433,1,0.114,0.1166,0.5223
"CD44",0.2042,0.9108,1,0.5235,0,0.0455,0.5157,0.3592,0.8759,0.9874
"ITGA6",0.0055,0,0.0092,0,0.0081,0,0.1131,1,0.0062,0.0213
"ICOS",0.0929,0.0203,0.067,0,0.0098,0.0325,1,0.0577,0.0566,0.0434
"Hamster-IgG",0.0348,0.041,0.1971,0.1308,0.0568,0.0993,1,0,0,0
"Mouse-IgG2a",0.0155,0,0.0214,0.0487,0.0268,0,0.0878,1,0,0.0693
"Mouse-IgG1",0.1199,0,0.3863,0.112,0.0532,0.1967,1,0.3069,0.0961,0.1664
"Mouse-IgG2b",0.3418,0.0402,0.1303,0.172,0.2738,0.2162,1,0,0.066,0.2403
"Rat-IgG1",0.0491,0.0044,0.0686,0.0733,0.3512,0.0196,1,0,0.0152,0
"Rat-IgG2a",0.3119,0.0779,0.3383,0,0.0908,0.1315,1,0.0067,0.1757,0.3558
"Rat-IgG2b",0.1817,0,0.1281,0.0683,0.0159,0.0851,1,0.6666,0.6126,0.1663
"OLR1",0.1679,0,0.2952,0.3203,0,1,0.4624,0.2855,0.285,0.743
