"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
1.01878033050169e-26,1.3100382863073,0.507,0.378,1.25309980651708e-24,"ITGA2B","ALL_monocytes"
4.73781774764233e-26,-4.52727999181619,0.442,0.527,5.82751582960007e-24,"ITGA1","ALL_monocytes"
8.95244409727442e-26,-2.37126737851926,0.533,0.617,1.10115062396475e-23,"ANPEP","ALL_monocytes"
2.76676139665633e-25,-4.12211788391713,0.079,0.157,3.40311651788728e-23,"ADGRG1","ALL_monocytes"
1.20655316321495e-23,2.46676559422458,0.119,0.048,1.48406039075439e-21,"CD3D","ALL_monocytes"
5.38750497186104e-21,8.07235780518678,0.171,0.092,6.62663111538908e-19,"CD7","ALL_monocytes"
1.31466197488936e-19,-0.159165311219052,0.18,0.101,1.61703422911392e-17,"CD52","ALL_monocytes"
2.60215577281561e-19,-0.994068803050929,0.094,0.163,3.2006516005632e-17,"IGLC1","ALL_monocytes"
4.42614978585863e-19,-0.461807347061452,0.799,0.708,5.44416423660611e-17,"CD99","ALL_monocytes"
1.79049772704402e-18,-0.282408464522594,0.839,0.78,2.20231220426414e-16,"HLA-A","ALL_monocytes"
6.80999407157036e-16,-0.927441997384918,0.837,0.861,8.37629270803154e-14,"ICAM1","ALL_monocytes"
2.45019995261295e-12,-0.395505022215737,0.782,0.776,3.01374594171393e-10,"HLA-DRA","ALL_monocytes"
7.33271633004241e-12,-4.15282094600483,0.402,0.441,9.01924108595217e-10,"PVR","ALL_monocytes"
1.64498998441495e-10,-2.43095728431845,0.067,0.109,2.02333768083039e-08,"ICOS","ALL_monocytes"
4.25393722287055e-09,-1.86768445915846,0.935,0.871,5.23234278413078e-07,"PECAM1","ALL_monocytes"
4.93180969222225e-09,1.278540444013,0.538,0.567,6.06612592143337e-07,"CD45RA","ALL_monocytes"
1.92913289928944e-07,0.165480361860917,0.091,0.127,2.37283346612601e-05,"CD8A","ALL_monocytes"
2.50420136378786e-07,-2.18659603229097,0.638,0.635,3.08016767745907e-05,"ITGAM","ALL_monocytes"
5.93905683402571e-07,-2.42498910263157,0.771,0.783,7.30503990585162e-05,"CD244","ALL_monocytes"
5.74666052204559e-06,-3.90762218899577,0.698,0.652,0.000706839244211607,"FCGR1A","ALL_monocytes"
9.52127779961349e-06,10.761422316775,0.504,0.531,0.00117111716935246,"CD1D","ALL_monocytes"
3.37994467993786e-05,0.142241139719783,0.109,0.14,0.00415733195632356,"IL3RA","ALL_monocytes"
0.000633386620229078,-0.856298984744297,0.401,0.338,0.0779065542881766,"CD45RO","ALL_monocytes"
0.000692794811893053,-1.0222687157919,0.805,0.713,0.0852137618628455,"CR1","ALL_monocytes"
0.00189145606579631,-2.2653701127412,0.679,0.659,0.232649096092946,"ENTPD1","ALL_monocytes"
0.0309700724163602,-11.7518903612802,0.109,0.091,1,"FCER1A","ALL_monocytes"
0.0332305460745603,0.845723250765415,0.97,0.983,1,"ITGB2","ALL_monocytes"
0.0458211476021106,-6.62533276171103,0.117,0.1,1,"CD69","ALL_monocytes"
0.0911571159901942,-6.91191130359822,0.173,0.156,1,"SELL","ALL_monocytes"
0.103919323314532,-1.85608355311895,0.228,0.203,1,"CD226","ALL_monocytes"
0.113527095849493,-7.92192342152666,0.874,0.758,1,"CD36","ALL_monocytes"
0.255533170711848,-5.4893025514753,0.754,0.747,1,"FCGR2A","ALL_monocytes"
0.395941924053871,-0.273777458980762,0.548,0.548,1,"FAS","ALL_monocytes"
0.508153243790168,-0.289882316869335,0.798,0.78,1,"ITGA4","ALL_monocytes"
0.788228780599735,0.350674670010718,0.307,0.3,1,"THBD","ALL_monocytes"
3.7811872501721e-23,0.734348310280768,0.965,0.723,4.65086031771168e-21,"CD45","Classical mono (CCR2/IRF8-high)"
1.81843553412655e-19,-8.34988611018504,0.63,0.866,2.23667570697565e-17,"CD14","Classical mono (CCR2/IRF8-high)"
4.99781940924147e-19,-8.11675527583032,0.481,0.804,6.14731787336701e-17,"ITGA1","Classical mono (CCR2/IRF8-high)"
3.5020390991996e-18,0.41662171842885,0.989,0.982,4.30750809201551e-16,"CD44","Classical mono (CCR2/IRF8-high)"
2.09672788811156e-13,0.685296520261712,0.126,0.411,2.57897530237722e-11,"IGLC1","Classical mono (CCR2/IRF8-high)"
4.43227924275936e-12,-2.09716328114685,0.994,0.982,5.45170346859401e-10,"ITGAL","Classical mono (CCR2/IRF8-high)"
7.66003734528146e-12,2.77066103030044,0.965,0.938,9.4218459346962e-10,"CD48","Classical mono (CCR2/IRF8-high)"
3.75230853378781e-11,-3.15220560508569,0.227,0.482,4.61533949655901e-09,"LILRB1","Classical mono (CCR2/IRF8-high)"
4.58389628410928e-11,2.91803390048123,0.552,0.205,5.63819242945442e-09,"ITGA2B","Classical mono (CCR2/IRF8-high)"
7.99722316259796e-11,-10.4773544293536,0.827,0.875,9.83658448999549e-09,"FCGR1A","Classical mono (CCR2/IRF8-high)"
1.74542799247842e-10,-3.31616561544925,0.989,0.982,2.14687643074846e-08,"CLEC12A","Classical mono (CCR2/IRF8-high)"
3.70005332691175e-10,-0.700002908772063,0.589,0.241,4.55106559210146e-08,"CD4","Classical mono (CCR2/IRF8-high)"
1.19584278599039e-09,0.106561703159791,0.781,0.429,1.47088662676818e-07,"CD47","Classical mono (CCR2/IRF8-high)"
2.91858550776076e-08,0.435606480158826,0.015,0.125,3.58986017454574e-06,"IGKC","Classical mono (CCR2/IRF8-high)"
8.84060772095398e-08,-2.3710344536352,0.762,0.536,1.08739474967734e-05,"ITGA4","Classical mono (CCR2/IRF8-high)"
1.02372806127622e-07,1.51027629594812,0.974,0.893,1.25918551536975e-05,"PECAM1","Classical mono (CCR2/IRF8-high)"
1.91606296171867e-07,3.32965273662663,0.422,0.152,2.35675744291396e-05,"SELP","Classical mono (CCR2/IRF8-high)"
2.91707569112703e-07,4.02206783262989,0.303,0.071,3.58800310008625e-05,"ITGA6","Classical mono (CCR2/IRF8-high)"
3.17351232590237e-06,-2.00475147222399,0.983,0.982,0.000390342016085992,"ITGAX","Classical mono (CCR2/IRF8-high)"
7.47210865229453e-06,-7.06794799034304,0.818,0.83,0.000919069364232228,"CD86","Classical mono (CCR2/IRF8-high)"
3.63861543356278e-05,0.844513432226608,0.879,0.821,0.00447549698328222,"HLA-A","Classical mono (CCR2/IRF8-high)"
0.000107138136014821,-2.80688750151187,0.868,0.893,0.0131779907298229,"ITGAM","Classical mono (CCR2/IRF8-high)"
0.000190809731564826,-1.00194002778241,0.924,0.786,0.0234695969824736,"CD38","Classical mono (CCR2/IRF8-high)"
0.000278289107017103,-3.0668453907633,0.593,0.741,0.0342295601631036,"ANPEP","Classical mono (CCR2/IRF8-high)"
0.00030262726539496,0.72406514207732,0.158,0.027,0.0372231536435801,"CD2","Classical mono (CCR2/IRF8-high)"
0.000524126114751196,-1.71249215094876,0.946,0.946,0.0644675121143971,"CR1","Classical mono (CCR2/IRF8-high)"
0.00128997218648563,-4.91440094670948,0.413,0.518,0.158666578937732,"PVR","Classical mono (CCR2/IRF8-high)"
0.00169583224825902,-2.49868507879674,0.197,0.071,0.208587366535859,"CD52","Classical mono (CCR2/IRF8-high)"
0.00477120977867458,-2.0113508820166,0.113,0.205,0.586858802776973,"CD82","Classical mono (CCR2/IRF8-high)"
0.00707952712508419,-4.54726782747641,0.513,0.625,0.870781836385355,"CD1D","Classical mono (CCR2/IRF8-high)"
0.0116284073903928,-9.94957866447153,0.818,0.884,1,"FCGR2A","Classical mono (CCR2/IRF8-high)"
0.0221434923965243,-4.15072039261366,0.803,0.821,1,"ENTPD1","Classical mono (CCR2/IRF8-high)"
0.0277950046876026,1.50253329062545,0.859,0.768,1,"ICAM1","Classical mono (CCR2/IRF8-high)"
0.0364388039962748,-0.771625947393213,0.632,0.714,1,"FAS","Classical mono (CCR2/IRF8-high)"
0.0378570496321291,2.97138888867258,0.812,0.839,1,"CD99","Classical mono (CCR2/IRF8-high)"
0.0414621575553852,-0.427275557099323,0.89,0.866,1,"HLA-DRA","Classical mono (CCR2/IRF8-high)"
0.0554379056509458,-0.117981342243588,0.117,0.054,1,"CD226","Classical mono (CCR2/IRF8-high)"
0.0639146125606011,-2.04412437994146,0.784,0.67,1,"CD244","Classical mono (CCR2/IRF8-high)"
0.2041505427444,-1.52083009945738,0.115,0.161,1,"FCER1A","Classical mono (CCR2/IRF8-high)"
0.225006543776624,-2.61774137189094,0.974,0.991,1,"CD33","Classical mono (CCR2/IRF8-high)"
0.403048026550134,-1.55389033255361,0.442,0.375,1,"CD45RA","Classical mono (CCR2/IRF8-high)"
0.462132958638682,-0.231231559361296,0.087,0.107,1,"CD22","Classical mono (CCR2/IRF8-high)"
0.680685351612042,-0.557885246129464,0.528,0.473,1,"CD45RO","Classical mono (CCR2/IRF8-high)"
0.707401525685981,-7.87775797011931,0.968,0.902,1,"CD36","Classical mono (CCR2/IRF8-high)"
0.765574244460984,-1.73914658044636,0.991,1,1,"ITGB2","Classical mono (CCR2/IRF8-high)"
0.987189242168961,-1.51158897645309,0.158,0.152,1,"THBD","Classical mono (CCR2/IRF8-high)"
2.30647368444339e-106,2.59702155910431,0.958,0.971,2.83696263186537e-104,"ITGAL","Classical monocyte"
1.10672868847317e-99,1.94099648029631,0.856,0.678,1.361276286822e-97,"CD45","Classical monocyte"
1.27994874713498e-82,1.87782450626218,0.654,0.313,1.57433695897603e-80,"CD47","Classical monocyte"
9.11304377128536e-75,2.84394127090396,0.954,0.955,1.1209043838681e-72,"CD44","Classical monocyte"
1.06345408653822e-62,-5.3161322091338,0.525,0.749,1.30804852644201e-60,"CD14","Classical monocyte"
2.2675186094047e-51,1.82672716995634,0.884,0.808,2.78904788956779e-49,"CD48","Classical monocyte"
4.31165243043036e-47,-2.78380493524032,0.404,0.604,5.30333248942934e-45,"ANPEP","Classical monocyte"
1.00038856193056e-41,-4.16467888744644,0.354,0.529,1.23047793117459e-39,"PVR","Classical monocyte"
1.00542382381081e-38,-2.71834692380395,0.025,0.133,1.2366713032873e-36,"KLRG1","Classical monocyte"
4.46268973669651e-37,0.357902360731468,0.541,0.3,5.48910837613671e-35,"CD4","Classical monocyte"
1.25435481787723e-33,-2.66216668084231,0.698,0.761,1.54285642598899e-31,"FCGR1A","Classical monocyte"
7.76118730459356e-30,0.0862043179747447,0.891,0.715,9.54626038465007e-28,"PECAM1","Classical monocyte"
2.96622045824256e-29,0.288982942922494,0.775,0.717,3.64845116363835e-27,"HLA-A","Classical monocyte"
3.78691225453823e-29,-19.5356809365222,0.04,0.144,4.65790207308202e-27,"TIGIT","Classical monocyte"
3.15544747356772e-26,-1.49932440485142,0.104,0.234,3.8812003924883e-24,"IGLC1","Classical monocyte"
1.23111268913242e-25,-3.29897351689617,0.071,0.184,1.51426860763288e-23,"ICOS","Classical monocyte"
5.18952393356239e-24,-4.60141041039818,0.912,0.901,6.38311443828174e-22,"CLEC12A","Classical monocyte"
5.56143318605811e-22,-4.92627929004183,0.445,0.564,6.84056281885147e-20,"ITGA1","Classical monocyte"
1.02743233165788e-21,-2.25105580165349,0.537,0.616,1.26374176793919e-19,"ITGAM","Classical monocyte"
1.50425357323219e-21,-14.3616939889544,0.758,0.781,1.85023189507559e-19,"CD86","Classical monocyte"
2.56415309882166e-21,-2.07616059903186,0.451,0.57,3.15390831155064e-19,"CD45RA","Classical monocyte"
6.89772345960844e-21,-6.01266982920564,0.259,0.397,8.48419985531838e-19,"LILRB1","Classical monocyte"
2.92013932487535e-19,-2.55576112705059,0.089,0.193,3.59177136959668e-17,"ADGRG1","Classical monocyte"
9.84762580903262e-18,-0.61985191537217,0.505,0.364,1.21125797451101e-15,"SELP","Classical monocyte"
1.1611383519148e-17,0.703294526488814,0.411,0.258,1.4282001728552e-15,"ITGA2B","Classical monocyte"
1.78342126525691e-15,0.785551006778362,0.157,0.062,2.193608156266e-13,"CD5","Classical monocyte"
2.57992452227838e-15,-0.0541157654865607,0.112,0.205,3.1733071624024e-13,"CD8A","Classical monocyte"
5.33841745209584e-15,0.528012385758345,0.329,0.203,6.56625346607788e-13,"ITGA6","Classical monocyte"
5.730154450305e-14,1.15080190563207,0.175,0.081,7.04808997387514e-12,"CD3D","Classical monocyte"
8.86616211706368e-14,1.85899541708179,0.908,0.896,1.09053794039883e-11,"ITGAX","Classical monocyte"
1.65485572943205e-13,1.87947098636574,0.283,0.175,2.03547254720143e-11,"CD2","Classical monocyte"
6.80801086225477e-13,0.193241069318834,0.763,0.807,8.37385336057337e-11,"ICAM1","Classical monocyte"
6.82629475243772e-13,7.34051302586077,0.255,0.149,8.39634254549839e-11,"CD7","Classical monocyte"
9.76272941566142e-13,11.1238059002245,0.512,0.619,1.20081571812636e-10,"CD1D","Classical monocyte"
2.08128279939079e-11,-0.821776728585817,0.894,0.923,2.55997784325067e-09,"CD33","Classical monocyte"
2.43363366321591e-11,1.57989815264276,0.063,0.127,2.99336940575556e-09,"CD1C","Classical monocyte"
6.47213906316017e-10,-1.26250857757224,0.076,0.139,7.96073104768701e-08,"CD82","Classical monocyte"
2.12502185683602e-08,-0.217019505866195,0.763,0.643,2.61377688390831e-06,"CD38","Classical monocyte"
7.76499381725513e-08,-7.78062896322853,0.688,0.707,9.55094239522381e-06,"FCGR2A","Classical monocyte"
2.00136281322386e-06,-0.31311575530997,0.5,0.581,0.000246167626026534,"FAS","Classical monocyte"
3.09246104994236e-06,-1.95074765574287,0.594,0.604,0.00038037270914291,"ENTPD1","Classical monocyte"
4.68342222728275e-05,0.645330435265025,0.844,0.891,0.00576060933955778,"CD99","Classical monocyte"
7.40682705753348e-05,-0.910327105875296,0.357,0.403,0.00911039728076618,"CD45RO","Classical monocyte"
0.00213951329088746,0.69576286453582,0.758,0.738,0.263160134779158,"ITGA4","Classical monocyte"
0.003421796121103,-0.57653824738545,0.131,0.095,0.420880922895669,"CD52","Classical monocyte"
0.00491014505986424,-12.3527329584208,0.128,0.158,0.603947842363301,"FCER1A","Classical monocyte"
0.00582139407096812,0.115406805851991,0.23,0.187,0.716031470729078,"CD226","Classical monocyte"
0.0116461564686627,-2.36876913816981,0.874,0.743,1,"CD36","Classical monocyte"
0.0439413876116519,-7.80151073681404,0.113,0.09,1,"CD69","Classical monocyte"
0.155777690377555,0.44223229962654,0.255,0.272,1,"THBD","Classical monocyte"
0.162706841093312,0.455252599400442,0.689,0.728,1,"CD244","Classical monocyte"
0.280461818186395,-0.762425174270576,0.673,0.617,1,"HLA-DRA","Classical monocyte"
0.429173294426033,-0.57747749679838,0.95,0.967,1,"ITGB2","Classical monocyte"
0.48675464676822,-2.56078938970676,0.109,0.101,1,"DPP4","Classical monocyte"
0.560468201666036,-7.21720152209409,0.196,0.183,1,"SELL","Classical monocyte"
0.750964442095722,-2.60664853959575,0.763,0.672,1,"CR1","Classical monocyte"
2.63201100501368e-58,2.29510896521749,0.951,0.712,3.23737353616683e-56,"ITGA2B","Inflammatory monocyte"
3.44194526026846e-45,-7.60445268292847,1,0.996,4.2335926701302e-43,"CD36","Inflammatory monocyte"
5.2637910286181e-44,2.71939954562808,0.947,0.802,6.47446296520026e-42,"CD38","Inflammatory monocyte"
1.02868408124066e-30,1.18174920071256,0.836,0.554,1.26528141992601e-28,"SELP","Inflammatory monocyte"
2.19771014763547e-27,1.84463069459756,0.698,0.388,2.70318348159163e-25,"ITGA6","Inflammatory monocyte"
9.06227127313805e-27,1.45558013882481,1,1,1.11465936659598e-24,"PECAM1","Inflammatory monocyte"
2.75982198477485e-25,3.03297282900737,0.302,0.059,3.39458104127307e-23,"CD52","Inflammatory monocyte"
3.24851834890353e-25,-2.86128345216511,0.998,0.995,3.99567756915134e-23,"ITGB2","Inflammatory monocyte"
2.66801932819463e-22,-1.93348636269553,0.568,0.786,3.28166377367939e-20,"ITGA1","Inflammatory monocyte"
5.696589956718e-22,-0.895914571068088,0.994,0.996,7.00680564676314e-20,"CLEC12A","Inflammatory monocyte"
2.26924269237254e-16,-1.26721572047741,0.955,0.98,2.79116851161822e-14,"HLA-DRA","Inflammatory monocyte"
8.66831946859014e-16,1.20427324725978,0.406,0.182,1.06620329463659e-13,"CD226","Inflammatory monocyte"
3.87227186268298e-15,-5.3948753980535,0.011,0.147,4.76289439110006e-13,"SIGLEC1","Inflammatory monocyte"
8.74482201140508e-15,2.21073045298236,0.43,0.216,1.07561310740282e-12,"PVR","Inflammatory monocyte"
1.28029425743668e-14,-5.65466059036453,0.989,0.984,1.57476193664711e-12,"ITGAX","Inflammatory monocyte"
5.57967854064049e-14,1.16342803208551,0.598,0.372,6.8630046049878e-12,"CD45RO","Inflammatory monocyte"
2.0740953332197e-13,3.71827679789956,0.162,0.031,2.55113725986023e-11,"FCER1A","Inflammatory monocyte"
2.69852254018553e-13,-1.95247326992831,1,1,3.3191827244282e-11,"ITGAL","Inflammatory monocyte"
2.06245050304989e-12,-2.00118402918912,0.753,0.824,2.53681411875136e-10,"CD14","Inflammatory monocyte"
4.39694736025329e-12,1.28438827678528,0.836,0.671,5.40824525311155e-10,"CD244","Inflammatory monocyte"
4.93224057901041e-12,-2.88808184280204,0.991,0.998,6.06665591218281e-10,"CD33","Inflammatory monocyte"
5.39358677528894e-12,-2.90693287910185,0.93,0.903,6.63411173360539e-10,"CR1","Inflammatory monocyte"
7.53199011829936e-12,0.260219279241623,0.643,0.453,9.26434784550821e-10,"CD45RA","Inflammatory monocyte"
1.10411816669452e-11,-1.14843717245625,0.951,0.831,1.35806534503427e-09,"CD99","Inflammatory monocyte"
2.71881739530374e-11,2.62143986275579,0.372,0.198,3.3441453962236e-09,"THBD","Inflammatory monocyte"
2.02643497898076e-10,-8.43072293509649,0.736,0.849,2.49251502414634e-08,"CD86","Inflammatory monocyte"
7.66771278007552e-10,1.96921891101959,0.202,0.074,9.43128671949289e-08,"CD82","Inflammatory monocyte"
2.5537137619144e-09,-0.061420599107004,0.806,0.656,3.14106792715471e-07,"FCGR1A","Inflammatory monocyte"
8.54417381256029e-09,-5.75882788589396,0.355,0.212,1.05093337894492e-06,"SELL","Inflammatory monocyte"
8.7678292310896e-09,0.310710070470357,0.964,0.912,1.07844299542402e-06,"CD48","Inflammatory monocyte"
7.94566355909882e-08,-4.99045437771943,0.964,0.962,9.77316617769155e-06,"ICAM1","Inflammatory monocyte"
4.14903712855917e-07,0.481222264034737,0.474,0.333,5.10331566812778e-05,"CD4","Inflammatory monocyte"
5.27607600013368e-07,-0.711867300076603,0.757,0.638,6.48957348016443e-05,"ANPEP","Inflammatory monocyte"
3.61801208440737e-06,-3.46030645452475,0.06,0.151,0.000445015486382106,"IL3RA","Inflammatory monocyte"
2.26405563281777e-05,0.220951463234744,0.674,0.538,0.00278478842836586,"FAS","Inflammatory monocyte"
0.000178892229538523,-1.43617081739058,1,1,0.0220037442332384,"CD44","Inflammatory monocyte"
0.000982314849875555,0.480235166531442,0.989,0.977,0.120824726534693,"HLA-A","Inflammatory monocyte"
0.0024205344120429,-0.14034644996398,0.987,0.939,0.297725732681277,"CD45","Inflammatory monocyte"
0.0218629524626808,0.0194336325198576,0.951,0.879,1,"CD47","Inflammatory monocyte"
0.0310336326930175,-0.123022203154084,0.204,0.151,1,"LILRB1","Inflammatory monocyte"
0.0369849122360962,-1.54262437325311,0.787,0.791,1,"ENTPD1","Inflammatory monocyte"
0.0629106796079397,-0.476820247797421,0.113,0.079,1,"CD2","Inflammatory monocyte"
0.117124911096936,-3.17072506751396,0.087,0.126,1,"ADGRG1","Inflammatory monocyte"
0.235920648180769,-0.658324651403479,0.145,0.117,1,"CD69","Inflammatory monocyte"
0.237655658334032,-2.12076788472759,0.123,0.151,1,"IGLC1","Inflammatory monocyte"
0.461431253428635,0.376911132042386,0.832,0.764,1,"ITGAM","Inflammatory monocyte"
0.545308387022719,-1.40809633502021,0.123,0.106,1,"CD22","Inflammatory monocyte"
0.566739893553892,-1.21213148585419,0.896,0.892,1,"FCGR2A","Inflammatory monocyte"
0.799964397417692,0.29125132324294,0.549,0.532,1,"CD1D","Inflammatory monocyte"
0.996439823921797,-0.624657949563463,0.621,0.613,1,"ITGA4","Inflammatory monocyte"
1.16981026507701e-29,-22.8849449646263,0.651,0.897,1.43886662604472e-27,"CD33","Non-classical/CD16+ monocyte"
1.43973300036531e-25,1.40624818570167,0.546,0.21,1.77087159044933e-23,"CD52","Non-classical/CD16+ monocyte"
4.31391900856641e-22,-8.24827918604825,0.016,0.278,5.30612038053669e-20,"CD58","Non-classical/CD16+ monocyte"
1.81954021837279e-17,-14.0597769569262,0.803,0.877,2.23803446859854e-15,"LILRB1","Non-classical/CD16+ monocyte"
2.89888654776002e-16,-4.73509265372075,0.962,0.996,3.56563045374482e-14,"CLEC12A","Non-classical/CD16+ monocyte"
3.5436277525076e-14,-1.2001894397549,0.873,0.959,4.35866213558435e-12,"HLA-DRA","Non-classical/CD16+ monocyte"
6.35654916358003e-10,-1.15490633350368,1,0.995,7.81855547120344e-08,"PECAM1","Non-classical/CD16+ monocyte"
1.05207008803194e-09,0.707613253955113,1,0.993,1.29404620827929e-07,"ITGA4","Non-classical/CD16+ monocyte"
4.71883696017638e-09,-10.0502857706763,0.975,0.995,5.80416946101694e-07,"CD86","Non-classical/CD16+ monocyte"
2.06363204359324e-08,0.132215519689154,1,1,2.53826741361968e-06,"ITGAL","Non-classical/CD16+ monocyte"
6.05685541858357e-08,0.17698082949054,0.99,0.97,7.44993216485779e-06,"CD45","Non-classical/CD16+ monocyte"
4.88631689056321e-07,1.08156622607886,1,0.993,6.01016977539275e-05,"CD44","Non-classical/CD16+ monocyte"
1.57494012738111e-06,-5.22832769181578,0.041,0.146,0.000193717635667877,"ITGA1","Non-classical/CD16+ monocyte"
5.71813013308499e-06,-0.878269527486477,0.971,0.911,0.000703330006369454,"CD244","Non-classical/CD16+ monocyte"
1.34981708877246e-05,2.89695380646093,0.949,0.906,0.00166027501919013,"CD45RA","Non-classical/CD16+ monocyte"
2.69791812683581e-05,-3.66501556431951,0.997,0.998,0.00331843929600804,"ITGAX","Non-classical/CD16+ monocyte"
3.10829767405102e-05,-3.09724524748458,0.057,0.149,0.00382320613908275,"CD14","Non-classical/CD16+ monocyte"
5.065065801623e-05,-4.11308540684155,0.114,0.221,0.00623003093599629,"FCGR1A","Non-classical/CD16+ monocyte"
0.000141011379149607,-5.00402501306894,0.476,0.569,0.0173443996354017,"ENTPD1","Non-classical/CD16+ monocyte"
0.000265549371760814,-2.89022027915609,0.219,0.324,0.0326625727265801,"ITGAM","Non-classical/CD16+ monocyte"
0.000300115712862063,0.553719408006711,0.432,0.313,0.0369142326820337,"FAS","Non-classical/CD16+ monocyte"
0.000336558858737497,-12.0891004965549,0.333,0.409,0.0413967396247122,"CD36","Non-classical/CD16+ monocyte"
0.00135088004552118,1.35540016492751,0.149,0.084,0.166158245599105,"ITGA6","Non-classical/CD16+ monocyte"
0.001702662026628,-1.7815703431791,0.206,0.304,0.209427429275244,"PVR","Non-classical/CD16+ monocyte"
0.00254919354963055,-3.02429729359802,0.117,0.192,0.313550806604557,"CD1D","Non-classical/CD16+ monocyte"
0.00398604110387119,-2.58096305878383,0.095,0.16,0.490283055776157,"CD38","Non-classical/CD16+ monocyte"
0.00554646205091631,-0.0361720923286875,0.943,0.899,0.682214832262706,"CD48","Non-classical/CD16+ monocyte"
0.00905755547796307,-2.46857524791399,0.435,0.491,1,"CR1","Non-classical/CD16+ monocyte"
0.0104205247299764,4.94644105603843,0.781,0.842,1,"FCGR2A","Non-classical/CD16+ monocyte"
0.0173124191359191,-4.1378015681454,0.438,0.509,1,"CD4","Non-classical/CD16+ monocyte"
0.0176672827100265,1.01543890080891,0.467,0.386,1,"IL3RA","Non-classical/CD16+ monocyte"
0.0184167754011853,7.19546171903233,0.241,0.181,1,"SELP","Non-classical/CD16+ monocyte"
0.0253822026810426,-3.66491342346044,0.86,0.881,1,"FCGR3A","Non-classical/CD16+ monocyte"
0.0516042983408954,-0.940541647895729,0.733,0.742,1,"CD47","Non-classical/CD16+ monocyte"
0.158591860402267,-0.688483714929195,0.749,0.706,1,"ANPEP","Non-classical/CD16+ monocyte"
0.21639664815621,-2.85493467661358,0.87,0.851,1,"ICAM1","Non-classical/CD16+ monocyte"
0.425381120784339,-0.661771095253863,0.498,0.504,1,"THBD","Non-classical/CD16+ monocyte"
0.598827704111284,0.543023756912864,0.273,0.265,1,"ITGA2B","Non-classical/CD16+ monocyte"
0.633155103623356,0.369685981592417,0.114,0.128,1,"CD81","Non-classical/CD16+ monocyte"
0.672377603174928,-2.86898890305669,0.098,0.107,1,"CD45RO","Non-classical/CD16+ monocyte"
0.728037713114886,0.252843064563535,0.997,0.989,1,"ITGB2","Non-classical/CD16+ monocyte"
0.913053207189122,-0.615532563024256,0.883,0.858,1,"HLA-A","Non-classical/CD16+ monocyte"
